Options:
Model:                           Discrete: Dependent
Tree File Name:                  tutorial_tree.nex
Data File Name:                  tutorial_edited_traits_load.tsv
Log File Name:                   tutorial_bayestraits_output_log_dep_load.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1269315673
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      5000000
Burn in:                         1000000
MCMC ML Start:                   False
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Load Model:                      tutorial_bayestraits_output_model_dep.bin
Estimating values for taxa and Sites
	t100                
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - Hyper Prior exp (0.00,1.00) 
        q13 - Hyper Prior exp (0.00,1.00) 
        q21 - Hyper Prior exp (0.00,1.00) 
        q24 - Hyper Prior exp (0.00,1.00) 
        q31 - Hyper Prior exp (0.00,1.00) 
        q34 - Hyper Prior exp (0.00,1.00) 
        q42 - Hyper Prior exp (0.00,1.00) 
        q43 - Hyper Prior exp (0.00,1.00) 
Tree Information
     Trees:                      1
     Taxa:                       500
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Model No	q12	q13	q21	q24	q31	q34	q42	q43	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	q12 - Mean	q13 - Mean	q21 - Mean	q24 - Mean	q31 - Mean	q34 - Mean	q42 - Mean	q43 - Mean	
2207000	-470.294903	1	57	0.482423	0.000000	0.482423	0.482423	0.482423	0.482423	0.482423	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.820800	0.501748	0.974140	0.995154	0.628331	0.582491	0.629649	0.855166	
2208000	-470.362591	1	3052	0.476778	0.000000	0.476778	0.476778	0.476778	0.476778	0.476778	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.639181	0.147553	0.912078	0.967382	0.129338	0.739398	0.640020	0.081343	
2209000	-470.279979	1	1589	0.527145	0.000000	0.527145	0.527145	0.527145	0.527145	0.527145	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.531586	0.290829	0.109127	0.232663	0.248126	0.308876	0.616059	0.488525	
2210000	-470.250068	1	2737	0.523550	0.000000	0.523550	0.523550	0.523550	0.523550	0.523550	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.838221	0.774037	0.971394	0.104161	0.699969	0.331664	0.951753	0.038361	
2211000	-470.226269	1	2384	0.520128	0.000000	0.520128	0.520128	0.520128	0.520128	0.520128	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.507926	0.227240	0.432935	0.013244	0.746457	0.643482	0.015771	0.690854	
2212000	-470.253790	1	906	0.486756	0.000000	0.486756	0.486756	0.486756	0.486756	0.486756	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.834715	0.767896	0.788717	0.538890	0.682900	0.311474	0.638658	0.611973	
2213000	-470.189727	1	1358	0.497821	0.000000	0.497821	0.497821	0.497821	0.497821	0.497821	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.847769	0.574632	0.378713	0.679588	0.696293	0.796426	0.095657	0.193380	
2214000	-470.180085	1	2816	0.502112	0.000000	0.502112	0.502112	0.502112	0.502112	0.502112	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.227481	0.584624	0.333069	0.361934	0.865113	0.196673	0.465693	0.934067	
2215000	-470.205688	1	1607	0.493934	0.000000	0.493934	0.493934	0.493934	0.493934	0.493934	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.118705	0.148179	0.216752	0.450632	0.893522	0.592182	0.458561	0.879450	
2216000	-470.478580	1	1421	0.469253	0.000000	0.469253	0.469253	0.469253	0.469253	0.469253	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.097615	0.903650	0.957613	0.792011	0.379121	0.356866	0.887944	0.357282	
2217000	-470.374109	1	1190	0.535973	0.000000	0.535973	0.535973	0.535973	0.535973	0.535973	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.381123	0.604022	0.960888	0.392697	0.024573	0.238240	0.228470	0.064200	
2218000	-471.208939	1	3210	0.440767	0.000000	0.440767	0.440767	0.440767	0.440767	0.440767	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.873473	0.961995	0.976929	0.468451	0.386330	0.205191	0.283419	0.118399	
2219000	-467.777206	1	965	0.700340	0.000000	0.700340	0.700340	0.327831	0.327831	0.700340	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.906625	0.245837	0.064586	0.683981	0.388617	0.578103	0.242945	0.487017	
2220000	-470.374052	1	3071	0.475939	0.000000	0.475939	0.475939	0.475939	0.475939	0.475939	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.109725	0.612349	0.620209	0.700795	0.497543	0.782350	0.411743	0.036417	
2221000	-470.423615	1	3317	0.539789	0.000000	0.539789	0.539789	0.539789	0.539789	0.539789	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.591032	0.883457	0.199264	0.137794	0.607004	0.056619	0.659663	0.159280	
2222000	-470.200329	1	3138	0.495064	0.000000	0.495064	0.495064	0.495064	0.495064	0.495064	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.101829	0.894538	0.449184	0.408270	0.743820	0.004608	0.661268	0.863961	
2223000	-467.094939	1	3464	0.588572	0.000000	0.588572	0.588572	0.342298	0.342298	0.588572	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.927076	0.460896	0.133834	0.733423	0.415086	0.267032	0.641803	0.165048	
2224000	-470.466030	1	2116	0.542780	0.000000	0.542780	0.542780	0.542780	0.542780	0.542780	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.127311	0.184727	0.499640	0.006019	0.778294	0.101692	0.354154	0.453173	
2225000	-470.502909	1	730	0.467886	0.000000	0.467886	0.467886	0.467886	0.467886	0.467886	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.417294	0.775545	0.837648	0.736152	0.766593	0.419490	0.219792	0.546285	
2226000	-470.186456	1	2067	0.498925	0.000000	0.498925	0.498925	0.498925	0.498925	0.498925	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.097346	0.202230	0.066175	0.335833	0.577395	0.096471	0.891420	0.953634	
2227000	-470.610928	1	3050	0.462400	0.000000	0.462400	0.462400	0.462400	0.462400	0.462400	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.944576	0.627947	0.728057	0.642742	0.325840	0.282955	0.816329	0.139133	
2228000	-470.348883	1	1971	0.533854	0.000000	0.533854	0.533854	0.533854	0.533854	0.533854	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.213576	0.540923	0.768526	0.727210	0.063660	0.619096	0.476496	0.821492	
2229000	-470.285992	1	1442	0.483284	0.000000	0.483284	0.483284	0.483284	0.483284	0.483284	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.656896	0.775317	0.541586	0.456882	0.065515	0.042850	0.461748	0.845543	
2230000	-471.202274	1	139	0.578663	0.000000	0.578663	0.578663	0.578663	0.578663	0.578663	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.172630	0.028287	0.147576	0.405686	0.152316	0.609445	0.728492	0.276246	
2231000	-470.179692	1	3087	0.502435	0.000000	0.502435	0.502435	0.502435	0.502435	0.502435	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.101444	0.547074	0.180564	0.890266	0.234446	0.416885	0.958032	0.488405	
2232000	-470.212295	1	2224	0.492687	0.000000	0.492687	0.492687	0.492687	0.492687	0.492687	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.478674	0.934108	0.158385	0.594813	0.936490	0.913176	0.110064	0.403911	
2233000	-470.223808	1	2950	0.490780	0.000000	0.490780	0.490780	0.490780	0.490780	0.490780	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.670111	0.116360	0.069092	0.619432	0.677611	0.546486	0.594705	0.028676	
2234000	-470.890104	1	2969	0.451018	0.000000	0.451018	0.451018	0.451018	0.451018	0.451018	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.345934	0.938699	0.036142	0.534450	0.998239	0.590256	0.800178	0.157462	
2235000	-470.209200	1	927	0.493254	0.000000	0.493254	0.493254	0.493254	0.493254	0.493254	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.797499	0.355203	0.306314	0.371986	0.486143	0.651227	0.520157	0.104839	
2236000	-470.204348	1	880	0.516124	0.000000	0.516124	0.516124	0.516124	0.516124	0.516124	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.644300	0.479246	0.137951	0.289427	0.387319	0.060231	0.049228	0.251350	
2237000	-470.314144	1	3166	0.480674	0.000000	0.480674	0.480674	0.480674	0.480674	0.480674	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.347295	0.470552	0.146778	0.446171	0.421321	0.312156	0.869980	0.571384	
2238000	-470.651162	1	2030	0.460550	0.000000	0.460550	0.460550	0.460550	0.460550	0.460550	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.491385	0.462826	0.653148	0.781495	0.280663	0.881807	0.993120	0.561534	
2239000	-470.186537	1	3933	0.498895	0.000000	0.498895	0.498895	0.498895	0.498895	0.498895	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.269486	0.932192	0.478734	0.528009	0.423610	0.342138	0.513365	0.823666	
2240000	-470.331190	1	3066	0.479231	0.000000	0.479231	0.479231	0.479231	0.479231	0.479231	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.180207	0.111335	0.302510	0.086903	0.943518	0.912649	0.693015	0.003797	
2241000	-470.313229	1	1256	0.480754	0.000000	0.480754	0.480754	0.480754	0.480754	0.480754	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.284868	0.460495	0.390763	0.587610	0.610320	0.197303	0.697006	0.084917	
2242000	-470.217165	1	2724	0.518604	0.000000	0.518604	0.518604	0.518604	0.518604	0.518604	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.490259	0.356052	0.740523	0.343453	0.184199	0.606208	0.725276	0.615251	
2243000	-470.340126	1	2356	0.533084	0.000000	0.533084	0.533084	0.533084	0.533084	0.533084	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.555349	0.293586	0.492958	0.525281	0.257136	0.963134	0.932296	0.537274	
2244000	-470.189589	1	353	0.497864	0.000000	0.497864	0.497864	0.497864	0.497864	0.497864	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.952301	0.165700	0.650088	0.215310	0.223607	0.941099	0.904452	0.766019	
2245000	-470.208475	1	2556	0.516977	0.000000	0.516977	0.516977	0.516977	0.516977	0.516977	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.212593	0.021404	0.158726	0.483091	0.870183	0.343556	0.175877	0.492956	
2246000	-471.465005	1	2791	0.433783	0.000000	0.433783	0.433783	0.433783	0.433783	0.433783	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.910988	0.315446	0.463445	0.122591	0.654336	0.705893	0.530803	0.023739	
2247000	-470.280453	1	3551	0.483839	0.000000	0.483839	0.483839	0.483839	0.483839	0.483839	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.410015	0.441470	0.546215	0.636173	0.746431	0.658873	0.958115	0.962389	
2248000	-470.606172	1	2379	0.551442	0.000000	0.551442	0.551442	0.551442	0.551442	0.551442	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.167903	0.726573	0.319246	0.970223	0.854979	0.142584	0.164778	0.601609	
2249000	-471.095793	1	3304	0.574462	0.000000	0.574462	0.574462	0.574462	0.574462	0.574462	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.405220	0.256726	0.221414	0.550983	0.760901	0.496394	0.942597	0.793469	
2250000	-470.182001	1	2173	0.500884	0.000000	0.500884	0.500884	0.500884	0.500884	0.500884	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.715296	0.787274	0.637926	0.011018	0.561839	0.002418	0.347431	0.638856	
2251000	-470.184874	1	3339	0.499539	0.000000	0.499539	0.499539	0.499539	0.499539	0.499539	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.576600	0.221042	0.923658	0.933798	0.777068	0.478998	0.092917	0.331726	
2252000	-468.418731	1	663	0.379924	0.000000	0.379924	0.641264	0.379924	0.379924	0.641264	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.815434	0.751366	0.578103	0.815995	0.951920	0.532950	0.724253	0.113740	
2253000	-470.256546	1	1614	0.486432	0.000000	0.486432	0.486432	0.486432	0.486432	0.486432	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.435415	0.756162	0.484052	0.261735	0.433200	0.650814	0.581613	0.802737	
2254000	-470.243895	1	428	0.487974	0.000000	0.487974	0.487974	0.487974	0.487974	0.487974	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.475395	0.587875	0.451054	0.857388	0.340209	0.575542	0.317763	0.463372	
2255000	-470.572035	1	2389	0.464279	0.000000	0.464279	0.464279	0.464279	0.464279	0.464279	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.547080	0.154630	0.212797	0.021828	0.921635	0.815444	0.677544	0.839093	
2256000	-468.464526	1	1531	0.370986	0.000000	0.370986	0.697973	0.370986	0.370986	0.697973	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.658145	0.107996	0.364394	0.398267	0.815569	0.004516	0.358209	0.038056	
2257000	-470.482488	1	3709	0.543886	0.000000	0.543886	0.543886	0.543886	0.543886	0.543886	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.035436	0.043333	0.171975	0.727837	0.634433	0.686626	0.923162	0.449599	
2258000	-470.339314	1	2610	0.478572	0.000000	0.478572	0.478572	0.478572	0.478572	0.478572	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.636484	0.152291	0.481579	0.310261	0.439045	0.268993	0.118107	0.171848	
2259000	-470.659506	1	2110	0.554385	0.000000	0.554385	0.554385	0.554385	0.554385	0.554385	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.437510	0.399906	0.523041	0.604177	0.916630	0.986628	0.744705	0.545654	
2260000	-470.179657	1	222	0.502466	0.000000	0.502466	0.502466	0.502466	0.502466	0.502466	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.622509	0.127422	0.678272	0.359591	0.385161	0.952809	0.017869	0.905636	
2261000	-471.447054	1	1665	0.587667	0.000000	0.587667	0.587667	0.587667	0.587667	0.587667	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.578696	0.456575	0.168565	0.467770	0.161101	0.823693	0.689931	0.976281	
2262000	-470.648220	1	1695	0.460682	0.000000	0.460682	0.460682	0.460682	0.460682	0.460682	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.256293	0.688100	0.642514	0.803703	0.446074	0.596131	0.852137	0.710395	
2263000	-470.850012	1	1003	0.563860	0.000000	0.563860	0.563860	0.563860	0.563860	0.563860	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.627304	0.627281	0.724391	0.710059	0.557505	0.721563	0.262811	0.024252	
2264000	-470.340337	1	1923	0.478491	0.000000	0.478491	0.478491	0.478491	0.478491	0.478491	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.516290	0.320568	0.176253	0.324989	0.696453	0.382340	0.680589	0.612994	
2265000	-470.203059	1	168	0.515845	0.000000	0.515845	0.515845	0.515845	0.515845	0.515845	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.833766	0.779575	0.421619	0.811378	0.093109	0.850942	0.640327	0.859722	
2266000	-468.464526	1	1531	0.370986	0.000000	0.370986	0.697973	0.370986	0.370986	0.697973	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.098885	0.800088	0.006578	0.634408	0.106617	0.953010	0.889448	0.083278	
2267000	-470.284169	1	1106	0.483465	0.000000	0.483465	0.483465	0.483465	0.483465	0.483465	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.489361	0.146359	0.685139	0.452961	0.534825	0.827116	0.225254	0.400833	
2268000	-470.551001	1	1897	0.465338	0.000000	0.465338	0.465338	0.465338	0.465338	0.465338	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.600520	0.807732	0.430727	0.067422	0.719321	0.581375	0.679314	0.563620	
2269000	-470.282155	1	3133	0.527386	0.000000	0.527386	0.527386	0.527386	0.527386	0.527386	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.605432	0.487070	0.923794	0.323766	0.635579	0.736199	0.702322	0.951957	
2270000	-470.320783	1	3171	0.531310	0.000000	0.531310	0.531310	0.531310	0.531310	0.531310	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.471336	0.922153	0.585092	0.921445	0.296707	0.964907	0.437094	0.511419	
2271000	-470.497143	1	2646	0.544847	0.000000	0.544847	0.544847	0.544847	0.544847	0.544847	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.585010	0.658498	0.222778	0.742488	0.467449	0.540563	0.307817	0.310345	
2272000	-470.215148	1	2808	0.492187	0.000000	0.492187	0.492187	0.492187	0.492187	0.492187	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.017124	0.399109	0.729421	0.189192	0.300821	0.474247	0.973740	0.584525	
2273000	-467.591533	1	2054	0.536462	0.000000	0.536462	0.536462	0.341050	0.341050	0.536462	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.407691	0.069569	0.168560	0.619535	0.953234	0.103040	0.820232	0.619464	
2274000	-470.178749	1	2630	0.506630	0.000000	0.506630	0.506630	0.506630	0.506630	0.506630	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.792236	0.809347	0.923468	0.761995	0.399922	0.326530	0.253970	0.713016	
2275000	-470.194088	1	763	0.513659	0.000000	0.513659	0.513659	0.513659	0.513659	0.513659	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.065042	0.279318	0.528379	0.190166	0.265820	0.754620	0.641704	0.076238	
2276000	-470.443696	1	3020	0.541233	0.000000	0.541233	0.541233	0.541233	0.541233	0.541233	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.033474	0.972121	0.143568	0.936499	0.790770	0.243612	0.769189	0.985020	
2277000	-467.233699	1	3103	0.578396	0.000000	0.578396	0.578396	0.397331	0.397331	0.578396	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.539588	0.820457	0.345927	0.304794	0.941191	0.763623	0.603001	0.080569	
2278000	-470.494017	1	2033	0.468379	0.000000	0.468379	0.468379	0.468379	0.468379	0.468379	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.310962	0.616345	0.030149	0.138473	0.709806	0.378219	0.480646	0.528809	
2279000	-470.258958	1	3197	0.486154	0.000000	0.486154	0.486154	0.486154	0.486154	0.486154	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.636435	0.371483	0.292496	0.081785	0.774290	0.565991	0.718267	0.333159	
2280000	-470.801902	1	2411	0.561595	0.000000	0.561595	0.561595	0.561595	0.561595	0.561595	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.357624	0.307588	0.134445	0.507823	0.296977	0.894916	0.387756	0.735653	
2281000	-470.197790	1	1266	0.495649	0.000000	0.495649	0.495649	0.495649	0.495649	0.495649	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.846696	0.665929	0.009860	0.383315	0.065289	0.637956	0.858674	0.845918	
2282000	-470.304838	1	853	0.529761	0.000000	0.529761	0.529761	0.529761	0.529761	0.529761	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.039071	0.340880	0.796594	0.793016	0.475731	0.472716	0.014906	0.370400	
2283000	-470.493991	1	2380	0.544642	0.000000	0.544642	0.544642	0.544642	0.544642	0.544642	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.899012	0.157149	0.792834	0.771182	0.812328	0.656931	0.129881	0.190873	
2284000	-467.005728	1	1508	0.615843	0.000000	0.615843	0.615843	0.359538	0.359538	0.615843	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.234158	0.491486	0.965213	0.499517	0.566490	0.092249	0.065886	0.547443	
2285000	-470.308227	1	585	0.481197	0.000000	0.481197	0.481197	0.481197	0.481197	0.481197	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.839660	0.538633	0.368265	0.400943	0.218062	0.663489	0.750810	0.283349	
2286000	-470.554597	1	1757	0.465155	0.000000	0.465155	0.465155	0.465155	0.465155	0.465155	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.753295	0.516522	0.658373	0.163427	0.986330	0.614017	0.338014	0.033747	
2287000	-467.398923	1	2595	0.593253	0.000000	0.593253	0.593253	0.312370	0.312370	0.593253	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.001970	0.283750	0.104386	0.346908	0.316074	0.489590	0.270224	0.029683	
2288000	-470.179868	1	767	0.502286	0.000000	0.502286	0.502286	0.502286	0.502286	0.502286	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.622223	0.630479	0.645738	0.297848	0.427350	0.235645	0.631228	0.423886	
2289000	-470.206132	1	900	0.516500	0.000000	0.516500	0.516500	0.516500	0.516500	0.516500	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.992681	0.155994	0.896739	0.726794	0.705363	0.247187	0.793614	0.888513	
2290000	-470.178226	1	810	0.505366	0.000000	0.505366	0.505366	0.505366	0.505366	0.505366	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.276013	0.334003	0.248350	0.117987	0.667814	0.828503	0.528173	0.037639	
2291000	-468.464526	1	1531	0.370986	0.000000	0.370986	0.697973	0.370986	0.370986	0.697973	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.736923	0.593329	0.345785	0.333098	0.528645	0.229926	0.221935	0.344966	
2292000	-470.604228	1	2089	0.462717	0.000000	0.462717	0.462717	0.462717	0.462717	0.462717	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.533680	0.896394	0.239192	0.823740	0.507813	0.641558	0.445918	0.033272	
2293000	-470.555519	1	3790	0.465108	0.000000	0.465108	0.465108	0.465108	0.465108	0.465108	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.600732	0.369424	0.167240	0.512095	0.934384	0.888965	0.802864	0.887866	
2294000	-470.558643	1	1656	0.548674	0.000000	0.548674	0.548674	0.548674	0.548674	0.548674	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.349523	0.742531	0.064728	0.373426	0.358634	0.534765	0.676107	0.647410	
2295000	-470.664945	1	1055	0.554677	0.000000	0.554677	0.554677	0.554677	0.554677	0.554677	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.492752	0.888707	0.885657	0.207252	0.605783	0.496878	0.142798	0.127218	
2296000	-470.697476	1	1479	0.556392	0.000000	0.556392	0.556392	0.556392	0.556392	0.556392	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.003732	0.157703	0.366224	0.413147	0.005992	0.191545	0.623461	0.243787	
2297000	-470.280566	1	2669	0.483827	0.000000	0.483827	0.483827	0.483827	0.483827	0.483827	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.839374	0.974237	0.007217	0.685498	0.617882	0.533323	0.649285	0.895301	
2298000	-470.700539	1	100	0.556551	0.000000	0.556551	0.556551	0.556551	0.556551	0.556551	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.975391	0.452906	0.126393	0.898708	0.002203	0.808900	0.478795	0.084034	
2299000	-470.295913	1	3258	0.482328	0.000000	0.482328	0.482328	0.482328	0.482328	0.482328	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.146838	0.506941	0.095476	0.357998	0.313443	0.630399	0.186656	0.566310	
2300000	-467.707125	1	2851	0.536908	0.000000	0.536908	0.536908	0.326627	0.326627	0.536908	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.930322	0.112597	0.242677	0.377647	0.673315	0.964016	0.451371	0.217799	
2301000	-467.094939	1	3464	0.588572	0.000000	0.588572	0.588572	0.342298	0.342298	0.588572	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.683409	0.121984	0.285470	0.545483	0.702645	0.489141	0.729967	0.092049	
2302000	-467.005728	1	1508	0.615843	0.000000	0.615843	0.615843	0.359538	0.359538	0.615843	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.384432	0.053590	0.958772	0.642724	0.684844	0.542738	0.668854	0.678233	
2303000	-470.276456	1	472	0.526751	0.000000	0.526751	0.526751	0.526751	0.526751	0.526751	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.526411	0.015632	0.958081	0.557271	0.759295	0.394923	0.905120	0.742440	
2304000	-470.199698	1	2802	0.515080	0.000000	0.515080	0.515080	0.515080	0.515080	0.515080	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.330035	0.491031	0.958698	0.038939	0.001392	0.571785	0.382859	0.811869	
2305000	-468.017188	1	18	0.608121	0.000000	0.608121	0.608121	0.268124	0.608121	0.608121	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.740870	0.374590	0.814732	0.063343	0.281530	0.404774	0.752998	0.016413	
2306000	-471.034349	1	431	0.571942	0.000000	0.571942	0.571942	0.571942	0.571942	0.571942	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.701862	0.118999	0.895217	0.375710	0.934791	0.128577	0.508982	0.968034	
2307000	-467.005728	1	1508	0.615843	0.000000	0.615843	0.615843	0.359538	0.359538	0.615843	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.048140	0.647718	0.468669	0.007299	0.288432	0.050505	0.405498	0.822506	
2308000	-470.219610	1	1680	0.519029	0.000000	0.519029	0.519029	0.519029	0.519029	0.519029	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.342982	0.275692	0.588244	0.231008	0.665564	0.894577	0.133786	0.974530	
2309000	-470.223440	1	3436	0.519670	0.000000	0.519670	0.519670	0.519670	0.519670	0.519670	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.126548	0.694381	0.512755	0.878321	0.645164	0.337768	0.666865	0.792870	
2310000	-467.019451	1	3520	0.609091	0.000000	0.609091	0.609091	0.350761	0.350761	0.609091	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.099297	0.834709	0.443098	0.519157	0.312969	0.101752	0.443012	0.704473	
