Default schedule
Rate	44.44
Est Data	55.56
Rate Tried	% Accepted	Est Data Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
458	0.109170	542	0.584871	9.280260	0	0.000000	0.367000	0.448143	
448	0.368304	552	0.572464	9.280260	0	0.000000	0.481000	0.448187	
435	0.351724	565	0.552212	9.280260	0	0.000000	0.465000	0.448209	
444	0.317568	556	0.537770	9.280260	0	0.000000	0.440000	0.448198	
459	0.185185	541	0.561922	9.280260	0	0.000000	0.389000	0.448120	
447	0.404922	553	0.533454	9.280260	0	0.000000	0.476000	0.448157	
434	0.370968	566	0.514134	9.280260	0	0.000000	0.452000	0.448162	
411	0.260341	589	0.521222	9.280260	0	0.000000	0.414000	0.448117	
422	0.232227	578	0.548443	9.280260	0	0.000000	0.415000	0.448073	
459	0.407407	541	0.537893	9.280260	0	0.000000	0.478000	0.448113	
447	0.407159	553	0.511754	9.280260	0	0.000000	0.465000	0.448135	
430	0.174419	570	0.510526	9.280260	0	0.000000	0.366000	0.448027	
431	0.060325	569	0.530756	9.280260	0	0.000000	0.328000	0.447870	
414	0.432367	586	0.535836	9.280260	0	0.000000	0.493000	0.447929	
429	0.200466	571	0.553415	9.280260	0	0.000000	0.402000	0.447869	
424	0.110849	576	0.557292	9.280260	0	0.000000	0.368000	0.447764	
435	0.170115	565	0.566372	9.280260	0	0.000000	0.394000	0.447694	
449	0.329621	551	0.509982	9.280260	0	0.000000	0.429000	0.447670	
467	0.331906	533	0.553471	9.280260	0	0.000000	0.450000	0.447673	
464	0.200431	536	0.563433	9.280260	0	0.000000	0.395000	0.447605	
444	0.301802	556	0.510791	9.280260	0	0.000000	0.418000	0.447566	
406	0.394089	594	0.483165	9.280260	0	0.000000	0.447000	0.447565	
431	0.373550	569	0.528998	9.280260	0	0.000000	0.462000	0.447584	
450	0.317778	550	0.525455	9.280260	0	0.000000	0.432000	0.447564	
423	0.359338	577	0.538995	9.280260	0	0.000000	0.463000	0.447584	
431	0.136891	569	0.565905	9.280260	0	0.000000	0.381000	0.447498	
459	0.398693	541	0.567468	9.280260	0	0.000000	0.490000	0.447553	
422	0.428910	578	0.579585	9.280260	0	0.000000	0.516000	0.447641	
425	0.251765	575	0.563478	9.280260	0	0.000000	0.431000	0.447619	
440	0.245455	560	0.539286	9.280260	0	0.000000	0.410000	0.447571	
452	0.272124	548	0.492701	9.280260	0	0.000000	0.393000	0.447501	
464	0.351293	536	0.501866	9.280260	0	0.000000	0.432000	0.447482	
431	0.290023	569	0.565905	9.280260	0	0.000000	0.447000	0.447481	
451	0.514412	549	0.515483	9.280260	0	0.000000	0.515000	0.447567	
448	0.332589	552	0.536232	9.280260	0	0.000000	0.445000	0.447564	
435	0.349425	565	0.553982	9.280260	0	0.000000	0.465000	0.447586	
447	0.340045	553	0.555154	9.280260	0	0.000000	0.459000	0.447600	
453	0.311258	547	0.566728	9.280260	0	0.000000	0.451000	0.447605	
434	0.343318	566	0.517668	9.280260	0	0.000000	0.442000	0.447598	
443	0.408578	557	0.535009	9.280260	0	0.000000	0.479000	0.447637	
453	0.470199	547	0.541133	9.280260	0	0.000000	0.509000	0.447715	
452	0.444690	548	0.498175	9.280260	0	0.000000	0.474000	0.447748	
447	0.389262	553	0.537071	9.280260	0	0.000000	0.471000	0.447777	
439	0.300683	561	0.516934	9.280260	0	0.000000	0.422000	0.447745	
429	0.400932	571	0.555166	9.280260	0	0.000000	0.489000	0.447797	
431	0.352668	569	0.525483	9.280260	0	0.000000	0.451000	0.447801	
432	0.347222	568	0.521127	9.280260	0	0.000000	0.446000	0.447799	
416	0.341346	584	0.559932	9.280260	0	0.000000	0.469000	0.447825	
428	0.259346	572	0.538462	9.280260	0	0.000000	0.419000	0.447789	
473	0.369979	527	0.512334	9.280260	0	0.000000	0.445000	0.447786	
454	0.295154	546	0.521978	9.280260	0	0.000000	0.419000	0.447750	
444	0.331081	556	0.528777	9.280260	0	0.000000	0.441000	0.447741	
434	0.253456	566	0.570671	9.280260	0	0.000000	0.433000	0.447723	
436	0.339450	564	0.547872	9.280260	0	0.000000	0.457000	0.447735	
443	0.284424	557	0.518851	9.280260	0	0.000000	0.415000	0.447694	
456	0.289474	544	0.566176	9.280260	0	0.000000	0.440000	0.447684	
447	0.317673	553	0.504521	9.280260	0	0.000000	0.421000	0.447651	
417	0.376499	583	0.514580	9.280260	0	0.000000	0.457000	0.447663	
444	0.315315	556	0.503597	9.280260	0	0.000000	0.420000	0.447629	
450	0.466667	550	0.534545	9.280260	0	0.000000	0.504000	0.447698	
452	0.258850	548	0.560219	9.280260	0	0.000000	0.424000	0.447669	
446	0.352018	554	0.543321	9.280260	0	0.000000	0.458000	0.447682	
425	0.416471	575	0.591304	9.280260	0	0.000000	0.517000	0.447767	
419	0.391408	581	0.535284	9.280260	0	0.000000	0.475000	0.447800	
417	0.179856	583	0.547170	9.280260	0	0.000000	0.394000	0.447734	
426	0.373239	574	0.552265	9.280260	0	0.000000	0.476000	0.447769	
414	0.219807	586	0.564846	9.280260	0	0.000000	0.422000	0.447738	
407	0.422604	593	0.537943	9.280260	0	0.000000	0.491000	0.447790	
459	0.381264	541	0.515712	9.280260	0	0.000000	0.454000	0.447798	
450	0.295556	550	0.525455	9.280260	0	0.000000	0.422000	0.447767	
455	0.285714	545	0.592661	9.280260	0	0.000000	0.453000	0.447773	
461	0.329718	539	0.562152	9.280260	0	0.000000	0.455000	0.447782	
461	0.321041	539	0.519481	9.280260	0	0.000000	0.428000	0.447758	
451	0.441242	549	0.557377	9.280260	0	0.000000	0.505000	0.447827	
441	0.403628	559	0.502683	9.280260	0	0.000000	0.459000	0.447841	
429	0.118881	571	0.492119	9.280260	0	0.000000	0.332000	0.447700	
430	0.206977	570	0.542105	9.280260	0	0.000000	0.398000	0.447640	
440	0.290909	560	0.544643	9.280260	0	0.000000	0.433000	0.447623	
459	0.296296	541	0.504621	9.280260	0	0.000000	0.409000	0.447576	
458	0.183406	542	0.553506	9.280260	0	0.000000	0.384000	0.447499	
432	0.097222	568	0.575704	9.280260	0	0.000000	0.369000	0.447405	
445	0.368539	555	0.558559	9.280260	0	0.000000	0.474000	0.447437	
436	0.463303	564	0.505319	9.280260	0	0.000000	0.487000	0.447484	
428	0.158879	572	0.527972	9.280260	0	0.000000	0.370000	0.447392	
443	0.155756	557	0.569120	9.280260	0	0.000000	0.386000	0.447318	
433	0.452656	567	0.550265	9.280260	0	0.000000	0.508000	0.447391	
